"Facility ID","Facility Name","Address","City/Town","State","ZIP Code","County/Parish","Telephone Number","Condition","Measure ID","Measure Name","STTag","Score","Sample","Footnote","Start Date","End Date"
44013F,MEMPHIS VA MEDICAL CENTER,116 N Pauline St,MEMPHIS,TN,38105,SHELBY,(901) 523-8990,Electronic Clinical Quality Measure,STK-02,Discharged on Antithrombotic Therapy,Percentage,100,50,,01/01/2024,12/31/2024
44013F,MEMPHIS VA MEDICAL CENTER,116 N Pauline St,MEMPHIS,TN,38105,SHELBY,(901) 523-8990,Electronic Clinical Quality Measure,VTE-1,Venous Thromboembolism Prophylaxis,Percentage,88,2043,,01/01/2024,12/31/2024
44013F,MEMPHIS VA MEDICAL CENTER,116 N Pauline St,MEMPHIS,TN,38105,SHELBY,(901) 523-8990,Electronic Clinical Quality Measure,VTE-2,Intensive Care Unit Venous Thromboembolism Prophylaxis,Percentage,84,732,,01/01/2024,12/31/2024
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,Emergency Department,EDV,Emergency department volume,Text,medium,,,01/01/2023,12/31/2023
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,Healthcare Personnel Vaccination,IMM-3,Healthcare workers given influenza vaccination,Percentage,78,2988,,10/01/2024,03/31/2025
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,01/01/2024,12/31/2024
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,5,01/01/2024,12/31/2024
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,Emergency Department,OP-22,Left before being seen,Percentage,1,24042,,01/01/2023,12/31/2023
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,01/01/2024,12/31/2024
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,Colonoscopy care,OP-29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,Percentage,78,32,,01/01/2023,12/31/2023
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,Sepsis Care,SEP-1,Appropriate care for severe sepsis and septic shock,Percentage,45,80,,01/01/2024,12/31/2024
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,Electronic Clinical Quality Measure,STK-02,Discharged on Antithrombotic Therapy,Percentage,100,25,,01/01/2024,12/31/2024
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,Electronic Clinical Quality Measure,VTE-1,Venous Thromboembolism Prophylaxis,Percentage,94,2612,,01/01/2024,12/31/2024
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,Electronic Clinical Quality Measure,VTE-2,Intensive Care Unit Venous Thromboembolism Prophylaxis,Percentage,93,429,,01/01/2024,12/31/2024
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,Emergency Department,EDV,Emergency department volume,Text,Not Available,,5,01/01/2023,12/31/2023
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,Healthcare Personnel Vaccination,IMM-3,Healthcare workers given influenza vaccination,Percentage,Not Available,Not Available,5,10/01/2024,03/31/2025
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,"5, 24",01/01/2024,12/31/2024
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,"5, 24",01/01/2024,12/31/2024
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,Emergency Department,OP-22,Left before being seen,Percentage,Not Available,Not Available,"5, 24",01/01/2023,12/31/2023
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,"5, 24",01/01/2024,12/31/2024
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,Colonoscopy care,OP-29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,Percentage,Not Available,Not Available,"5, 24",01/01/2023,12/31/2023
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,Sepsis Care,SEP-1,Appropriate care for severe sepsis and septic shock,Percentage,Not Available,Not Available,"5, 24",01/01/2024,12/31/2024
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,Electronic Clinical Quality Measure,STK-02,Discharged on Antithrombotic Therapy,Percentage,Not Available,Not Available,"5, 24",01/01/2024,12/31/2024
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,Electronic Clinical Quality Measure,VTE-1,Venous Thromboembolism Prophylaxis,Percentage,Not Available,Not Available,"5, 24",01/01/2024,12/31/2024
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,Electronic Clinical Quality Measure,VTE-2,Intensive Care Unit Venous Thromboembolism Prophylaxis,Percentage,Not Available,Not Available,"5, 24",01/01/2024,12/31/2024
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,Emergency Department,EDV,Emergency department volume,Text,low,,,01/01/2023,12/31/2023
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,Healthcare Personnel Vaccination,IMM-3,Healthcare workers given influenza vaccination,Percentage,71,5362,,10/01/2024,03/31/2025
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,142,118,,01/01/2024,12/31/2024
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,289,25,,01/01/2024,12/31/2024
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,Emergency Department,OP-22,Left before being seen,Percentage,2,19183,,01/01/2023,12/31/2023
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,1,01/01/2024,12/31/2024
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,Colonoscopy care,OP-29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,Percentage,100,12,,01/01/2023,12/31/2023
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,Sepsis Care,SEP-1,Appropriate care for severe sepsis and septic shock,Percentage,62,69,,01/01/2024,12/31/2024
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,Electronic Clinical Quality Measure,STK-02,Discharged on Antithrombotic Therapy,Percentage,95,61,,01/01/2024,12/31/2024
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,Electronic Clinical Quality Measure,VTE-1,Venous Thromboembolism Prophylaxis,Percentage,69,3534,,01/01/2024,12/31/2024
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,Electronic Clinical Quality Measure,VTE-2,Intensive Care Unit Venous Thromboembolism Prophylaxis,Percentage,77,519,,01/01/2024,12/31/2024
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,Emergency Department,EDV,Emergency department volume,Text,low,,,01/01/2023,12/31/2023
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,Healthcare Personnel Vaccination,IMM-3,Healthcare workers given influenza vaccination,Percentage,80,1678,,10/01/2024,03/31/2025
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,01/01/2024,12/31/2024
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,5,01/01/2024,12/31/2024
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,Emergency Department,OP-22,Left before being seen,Percentage,0,8743,,01/01/2023,12/31/2023
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,01/01/2024,12/31/2024
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,Colonoscopy care,OP-29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,Percentage,100,41,,01/01/2023,12/31/2023
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,Sepsis Care,SEP-1,Appropriate care for severe sepsis and septic shock,Percentage,69,52,,01/01/2024,12/31/2024
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,Electronic Clinical Quality Measure,STK-02,Discharged on Antithrombotic Therapy,Percentage,Not Available,Not Available,1,01/01/2024,12/31/2024
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,Electronic Clinical Quality Measure,VTE-1,Venous Thromboembolism Prophylaxis,Percentage,82,873,,01/01/2024,12/31/2024
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,Electronic Clinical Quality Measure,VTE-2,Intensive Care Unit Venous Thromboembolism Prophylaxis,Percentage,71,428,,01/01/2024,12/31/2024
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,Emergency Department,EDV,Emergency department volume,Text,high,,,01/01/2023,12/31/2023
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,Healthcare Personnel Vaccination,IMM-3,Healthcare workers given influenza vaccination,Percentage,76,6726,,10/01/2024,03/31/2025
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,132,263,,01/01/2024,12/31/2024
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,216,18,,01/01/2024,12/31/2024
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,Emergency Department,OP-22,Left before being seen,Percentage,2,41079,,01/01/2023,12/31/2023
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,Emergency Department,OP-23,Head CT results,Percentage,45,11,,01/01/2024,12/31/2024
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,Colonoscopy care,OP-29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,Percentage,100,19,,01/01/2023,12/31/2023
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,Sepsis Care,SEP-1,Appropriate care for severe sepsis and septic shock,Percentage,29,58,,01/01/2024,12/31/2024
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,Electronic Clinical Quality Measure,STK-02,Discharged on Antithrombotic Therapy,Percentage,99,106,,01/01/2024,12/31/2024
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,Electronic Clinical Quality Measure,VTE-1,Venous Thromboembolism Prophylaxis,Percentage,70,5136,,01/01/2024,12/31/2024
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,Electronic Clinical Quality Measure,VTE-2,Intensive Care Unit Venous Thromboembolism Prophylaxis,Percentage,79,1088,,01/01/2024,12/31/2024
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,Emergency Department,EDV,Emergency department volume,Text,high,,,01/01/2023,12/31/2023
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,Healthcare Personnel Vaccination,IMM-3,Healthcare workers given influenza vaccination,Percentage,83,6219,,10/01/2024,03/31/2025
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,158,264,,01/01/2024,12/31/2024
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,218,24,,01/01/2024,12/31/2024
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,Emergency Department,OP-22,Left before being seen,Percentage,1,43014,,01/01/2023,12/31/2023
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,1,01/01/2024,12/31/2024
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,Colonoscopy care,OP-29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,Percentage,94,31,,01/01/2023,12/31/2023
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,Sepsis Care,SEP-1,Appropriate care for severe sepsis and septic shock,Percentage,50,103,,01/01/2024,12/31/2024
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,Electronic Clinical Quality Measure,STK-02,Discharged on Antithrombotic Therapy,Percentage,98,130,,01/01/2024,12/31/2024
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,Electronic Clinical Quality Measure,VTE-1,Venous Thromboembolism Prophylaxis,Percentage,77,6091,,01/01/2024,12/31/2024
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,Electronic Clinical Quality Measure,VTE-2,Intensive Care Unit Venous Thromboembolism Prophylaxis,Percentage,68,1221,,01/01/2024,12/31/2024
45086F,TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM),1901 VETERANS MEMORIAL DRIVE,TEMPLE,TX,76504,BELL,(254) 778-4811,Emergency Department,EDV,Emergency department volume,Text,medium,,,01/01/2023,12/31/2023
45086F,TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM),1901 VETERANS MEMORIAL DRIVE,TEMPLE,TX,76504,BELL,(254) 778-4811,Healthcare Personnel Vaccination,IMM-3,Healthcare workers given influenza vaccination,Percentage,73,4702,,10/01/2024,03/31/2025
45086F,TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM),1901 VETERANS MEMORIAL DRIVE,TEMPLE,TX,76504,BELL,(254) 778-4811,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,148,212,,01/01/2024,12/31/2024
45086F,TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM),1901 VETERANS MEMORIAL DRIVE,TEMPLE,TX,76504,BELL,(254) 778-4811,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,274,30,,01/01/2024,12/31/2024
45086F,TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM),1901 VETERANS MEMORIAL DRIVE,TEMPLE,TX,76504,BELL,(254) 778-4811,Emergency Department,OP-22,Left before being seen,Percentage,3,25242,,01/01/2023,12/31/2023
45086F,TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM),1901 VETERANS MEMORIAL DRIVE,TEMPLE,TX,76504,BELL,(254) 778-4811,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,1,01/01/2024,12/31/2024
45086F,TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM),1901 VETERANS MEMORIAL DRIVE,TEMPLE,TX,76504,BELL,(254) 778-4811,Colonoscopy care,OP-29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,Percentage,95,40,,01/01/2023,12/31/2023
45086F,TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM),1901 VETERANS MEMORIAL DRIVE,TEMPLE,TX,76504,BELL,(254) 778-4811,Sepsis Care,SEP-1,Appropriate care for severe sepsis and septic shock,Percentage,68,57,,01/01/2024,12/31/2024
45086F,TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM),1901 VETERANS MEMORIAL DRIVE,TEMPLE,TX,76504,BELL,(254) 778-4811,Electronic Clinical Quality Measure,STK-02,Discharged on Antithrombotic Therapy,Percentage,100,31,,01/01/2024,12/31/2024
45086F,TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM),1901 VETERANS MEMORIAL DRIVE,TEMPLE,TX,76504,BELL,(254) 778-4811,Electronic Clinical Quality Measure,VTE-1,Venous Thromboembolism Prophylaxis,Percentage,90,2023,,01/01/2024,12/31/2024
45086F,TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM),1901 VETERANS MEMORIAL DRIVE,TEMPLE,TX,76504,BELL,(254) 778-4811,Electronic Clinical Quality Measure,VTE-2,Intensive Care Unit Venous Thromboembolism Prophylaxis,Percentage,87,303,,01/01/2024,12/31/2024
45090F,SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM),7400 MERTON MINTER BLVD.,SAN ANTONIO,TX,78229,BEXAR,(210) 617-5300,Emergency Department,EDV,Emergency department volume,Text,medium,,,01/01/2023,12/31/2023
45090F,SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM),7400 MERTON MINTER BLVD.,SAN ANTONIO,TX,78229,BEXAR,(210) 617-5300,Healthcare Personnel Vaccination,IMM-3,Healthcare workers given influenza vaccination,Percentage,89,5833,,10/01/2024,03/31/2025
45090F,SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM),7400 MERTON MINTER BLVD.,SAN ANTONIO,TX,78229,BEXAR,(210) 617-5300,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,251,203,,01/01/2024,12/31/2024
45090F,SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM),7400 MERTON MINTER BLVD.,SAN ANTONIO,TX,78229,BEXAR,(210) 617-5300,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,380,24,,01/01/2024,12/31/2024
45090F,SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM),7400 MERTON MINTER BLVD.,SAN ANTONIO,TX,78229,BEXAR,(210) 617-5300,Emergency Department,OP-22,Left before being seen,Percentage,3,38108,,01/01/2023,12/31/2023
45090F,SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM),7400 MERTON MINTER BLVD.,SAN ANTONIO,TX,78229,BEXAR,(210) 617-5300,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,1,01/01/2024,12/31/2024
45090F,SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM),7400 MERTON MINTER BLVD.,SAN ANTONIO,TX,78229,BEXAR,(210) 617-5300,Colonoscopy care,OP-29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,Percentage,85,13,,01/01/2023,12/31/2023
45090F,SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM),7400 MERTON MINTER BLVD.,SAN ANTONIO,TX,78229,BEXAR,(210) 617-5300,Sepsis Care,SEP-1,Appropriate care for severe sepsis and septic shock,Percentage,60,57,,01/01/2024,12/31/2024
45090F,SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM),7400 MERTON MINTER BLVD.,SAN ANTONIO,TX,78229,BEXAR,(210) 617-5300,Electronic Clinical Quality Measure,STK-02,Discharged on Antithrombotic Therapy,Percentage,99,96,,01/01/2024,12/31/2024
45090F,SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM),7400 MERTON MINTER BLVD.,SAN ANTONIO,TX,78229,BEXAR,(210) 617-5300,Electronic Clinical Quality Measure,VTE-1,Venous Thromboembolism Prophylaxis,Percentage,73,3811,,01/01/2024,12/31/2024
45090F,SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM),7400 MERTON MINTER BLVD.,SAN ANTONIO,TX,78229,BEXAR,(210) 617-5300,Electronic Clinical Quality Measure,VTE-2,Intensive Care Unit Venous Thromboembolism Prophylaxis,Percentage,97,745,,01/01/2024,12/31/2024
46002F,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA MEDICAL CENTER,500 FOOTHILL BLVD.,SALT LAKE CITY,UT,84148,SALT LAKE,(801) 584-1211,Emergency Department,EDV,Emergency department volume,Text,low,,,01/01/2023,12/31/2023
46002F,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA MEDICAL CENTER,500 FOOTHILL BLVD.,SALT LAKE CITY,UT,84148,SALT LAKE,(801) 584-1211,Healthcare Personnel Vaccination,IMM-3,Healthcare workers given influenza vaccination,Percentage,86,2951,,10/01/2024,03/31/2025
46002F,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA MEDICAL CENTER,500 FOOTHILL BLVD.,SALT LAKE CITY,UT,84148,SALT LAKE,(801) 584-1211,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,01/01/2024,12/31/2024
46002F,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA MEDICAL CENTER,500 FOOTHILL BLVD.,SALT LAKE CITY,UT,84148,SALT LAKE,(801) 584-1211,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,1,01/01/2024,12/31/2024
