"State","Measure ID","Measure Name","Score","Footnote","Start Date","End Date"
OK,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.607,,01/01/2024,12/31/2024
OK,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.513,,01/01/2024,12/31/2024
OK,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.422,,01/01/2024,12/31/2024
OK,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.595,,01/01/2024,12/31/2024
OK,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.503,,01/01/2024,12/31/2024
OK,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.719,,01/01/2024,12/31/2024
OK,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.072,,01/01/2024,12/31/2024
OK,HAI_3_SIR,SSI - Colon Surgery,0.882,,01/01/2024,12/31/2024
OK,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.744,,01/01/2024,12/31/2024
OK,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.329,,01/01/2024,12/31/2024
OK,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.005,,01/01/2024,12/31/2024
OK,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.652,,01/01/2024,12/31/2024
OK,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.964,,01/01/2024,12/31/2024
OK,HAI_5_SIR,MRSA Bacteremia,0.797,,01/01/2024,12/31/2024
OK,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.220,,01/01/2024,12/31/2024
OK,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.277,,01/01/2024,12/31/2024
OK,HAI_6_SIR,Clostridium Difficile (C.Diff),0.248,,01/01/2024,12/31/2024
OR,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.439,,01/01/2024,12/31/2024
OR,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.659,,01/01/2024,12/31/2024
OR,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.541,,01/01/2024,12/31/2024
OR,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.711,,01/01/2024,12/31/2024
OR,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.966,,01/01/2024,12/31/2024
OR,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.831,,01/01/2024,12/31/2024
OR,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.853,,01/01/2024,12/31/2024
OR,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.225,,01/01/2024,12/31/2024
OR,HAI_3_SIR,SSI - Colon Surgery,1.026,,01/01/2024,12/31/2024
OR,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.742,,01/01/2024,12/31/2024
OR,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.606,,01/01/2024,12/31/2024
OR,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.112,,01/01/2024,12/31/2024
OR,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.534,,01/01/2024,12/31/2024
OR,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.850,,01/01/2024,12/31/2024
OR,HAI_5_SIR,MRSA Bacteremia,0.678,,01/01/2024,12/31/2024
OR,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.434,,01/01/2024,12/31/2024
OR,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.527,,01/01/2024,12/31/2024
OR,HAI_6_SIR,Clostridium Difficile (C.Diff),0.479,,01/01/2024,12/31/2024
PA,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.581,,01/01/2024,12/31/2024
PA,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.686,,01/01/2024,12/31/2024
PA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.632,,01/01/2024,12/31/2024
PA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.581,,01/01/2024,12/31/2024
PA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.674,,01/01/2024,12/31/2024
PA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.626,,01/01/2024,12/31/2024
PA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.793,,01/01/2024,12/31/2024
PA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.973,,01/01/2024,12/31/2024
PA,HAI_3_SIR,SSI - Colon Surgery,0.880,,01/01/2024,12/31/2024
PA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.816,,01/01/2024,12/31/2024
PA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.301,,01/01/2024,12/31/2024
PA,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.038,,01/01/2024,12/31/2024
PA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.657,,01/01/2024,12/31/2024
PA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.808,,01/01/2024,12/31/2024
PA,HAI_5_SIR,MRSA Bacteremia,0.730,,01/01/2024,12/31/2024
PA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.477,,01/01/2024,12/31/2024
PA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.523,,01/01/2024,12/31/2024
PA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.500,,01/01/2024,12/31/2024
PR,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,2.685,,01/01/2024,12/31/2024
PR,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,3.345,,01/01/2024,12/31/2024
PR,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),3.001,,01/01/2024,12/31/2024
PR,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.615,,01/01/2024,12/31/2024
PR,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.853,,01/01/2024,12/31/2024
PR,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.727,,01/01/2024,12/31/2024
PR,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,Not Available,5,01/01/2024,12/31/2024
PR,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,Not Available,5,01/01/2024,12/31/2024
PR,HAI_3_SIR,SSI - Colon Surgery,Not Available,5,01/01/2024,12/31/2024
PR,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,Not Available,5,01/01/2024,12/31/2024
PR,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,Not Available,5,01/01/2024,12/31/2024
PR,HAI_4_SIR,SSI - Abdominal Hysterectomy,Not Available,5,01/01/2024,12/31/2024
PR,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.137,,01/01/2024,12/31/2024
PR,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.702,,01/01/2024,12/31/2024
PR,HAI_5_SIR,MRSA Bacteremia,0.337,,01/01/2024,12/31/2024
PR,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.193,,01/01/2024,12/31/2024
PR,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.346,,01/01/2024,12/31/2024
PR,HAI_6_SIR,Clostridium Difficile (C.Diff),0.261,,01/01/2024,12/31/2024
RI,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.466,,01/01/2024,12/31/2024
RI,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.882,,01/01/2024,12/31/2024
RI,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.649,,01/01/2024,12/31/2024
RI,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.510,,01/01/2024,12/31/2024
RI,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.904,,01/01/2024,12/31/2024
RI,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.686,,01/01/2024,12/31/2024
RI,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.391,,01/01/2024,12/31/2024
RI,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.019,,01/01/2024,12/31/2024
RI,HAI_3_SIR,SSI - Colon Surgery,0.650,,01/01/2024,12/31/2024
RI,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.201,,01/01/2024,12/31/2024
RI,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.154,,01/01/2024,12/31/2024
RI,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.792,,01/01/2024,12/31/2024
RI,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.377,,01/01/2024,12/31/2024
RI,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.875,,01/01/2024,12/31/2024
RI,HAI_5_SIR,MRSA Bacteremia,0.587,,01/01/2024,12/31/2024
RI,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.238,,01/01/2024,12/31/2024
RI,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.385,,01/01/2024,12/31/2024
RI,HAI_6_SIR,Clostridium Difficile (C.Diff),0.305,,01/01/2024,12/31/2024
SC,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.474,,01/01/2024,12/31/2024
SC,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.652,,01/01/2024,12/31/2024
SC,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.557,,01/01/2024,12/31/2024
SC,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.493,,01/01/2024,12/31/2024
SC,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.661,,01/01/2024,12/31/2024
SC,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.572,,01/01/2024,12/31/2024
SC,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.695,,01/01/2024,12/31/2024
SC,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.972,,01/01/2024,12/31/2024
SC,HAI_3_SIR,SSI - Colon Surgery,0.825,,01/01/2024,12/31/2024
SC,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.774,,01/01/2024,12/31/2024
SC,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.400,,01/01/2024,12/31/2024
SC,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.053,,01/01/2024,12/31/2024
SC,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.610,,01/01/2024,12/31/2024
SC,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.846,,01/01/2024,12/31/2024
SC,HAI_5_SIR,MRSA Bacteremia,0.721,,01/01/2024,12/31/2024
SC,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.312,,01/01/2024,12/31/2024
SC,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.376,,01/01/2024,12/31/2024
SC,HAI_6_SIR,Clostridium Difficile (C.Diff),0.343,,01/01/2024,12/31/2024
SD,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.277,,01/01/2024,12/31/2024
SD,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.721,,01/01/2024,12/31/2024
SD,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.460,,01/01/2024,12/31/2024
SD,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.581,,01/01/2024,12/31/2024
SD,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.074,,01/01/2024,12/31/2024
SD,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.799,,01/01/2024,12/31/2024
SD,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.480,,01/01/2024,12/31/2024
SD,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.093,,01/01/2024,12/31/2024
SD,HAI_3_SIR,SSI - Colon Surgery,0.740,,01/01/2024,12/31/2024
SD,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.587,,01/01/2024,12/31/2024
SD,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.061,,01/01/2024,12/31/2024
SD,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.156,,01/01/2024,12/31/2024
SD,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.372,,01/01/2024,12/31/2024
SD,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.899,,01/01/2024,12/31/2024
SD,HAI_5_SIR,MRSA Bacteremia,0.593,,01/01/2024,12/31/2024
SD,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.433,,01/01/2024,12/31/2024
SD,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.620,,01/01/2024,12/31/2024
SD,HAI_6_SIR,Clostridium Difficile (C.Diff),0.520,,01/01/2024,12/31/2024
TN,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.511,,01/01/2024,12/31/2024
TN,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.651,,01/01/2024,12/31/2024
TN,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.578,,01/01/2024,12/31/2024
TN,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.368,,01/01/2024,12/31/2024
TN,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.479,,01/01/2024,12/31/2024
TN,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.421,,01/01/2024,12/31/2024
TN,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.606,,01/01/2024,12/31/2024
TN,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.828,,01/01/2024,12/31/2024
TN,HAI_3_SIR,SSI - Colon Surgery,0.710,,01/01/2024,12/31/2024
TN,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.912,,01/01/2024,12/31/2024
TN,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.590,,01/01/2024,12/31/2024
TN,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.216,,01/01/2024,12/31/2024
TN,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.859,,01/01/2024,12/31/2024
TN,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.090,,01/01/2024,12/31/2024
TN,HAI_5_SIR,MRSA Bacteremia,0.970,,01/01/2024,12/31/2024
TN,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.233,,01/01/2024,12/31/2024
TN,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.281,,01/01/2024,12/31/2024
TN,HAI_6_SIR,Clostridium Difficile (C.Diff),0.256,,01/01/2024,12/31/2024
TX,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.541,,01/01/2024,12/31/2024
TX,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.620,,01/01/2024,12/31/2024
TX,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.579,,01/01/2024,12/31/2024
TX,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.362,,01/01/2024,12/31/2024
TX,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.424,,01/01/2024,12/31/2024
TX,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.392,,01/01/2024,12/31/2024
TX,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.695,,01/01/2024,12/31/2024
TX,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.818,,01/01/2024,12/31/2024
TX,HAI_3_SIR,SSI - Colon Surgery,0.755,,01/01/2024,12/31/2024
TX,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.873,,01/01/2024,12/31/2024
TX,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.139,,01/01/2024,12/31/2024
TX,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.999,,01/01/2024,12/31/2024
TX,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.572,,01/01/2024,12/31/2024
TX,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.677,,01/01/2024,12/31/2024
TX,HAI_5_SIR,MRSA Bacteremia,0.623,,01/01/2024,12/31/2024
TX,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.255,,01/01/2024,12/31/2024
TX,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.279,,01/01/2024,12/31/2024
TX,HAI_6_SIR,Clostridium Difficile (C.Diff),0.267,,01/01/2024,12/31/2024
UT,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.357,,01/01/2024,12/31/2024
UT,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.601,,01/01/2024,12/31/2024
UT,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.467,,01/01/2024,12/31/2024
UT,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.380,,01/01/2024,12/31/2024
UT,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.620,,01/01/2024,12/31/2024
UT,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.489,,01/01/2024,12/31/2024
UT,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.604,,01/01/2024,12/31/2024
UT,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.007,,01/01/2024,12/31/2024
UT,HAI_3_SIR,SSI - Colon Surgery,0.786,,01/01/2024,12/31/2024
UT,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.219,,01/01/2024,12/31/2024
UT,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,0.822,,01/01/2024,12/31/2024
UT,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.448,,01/01/2024,12/31/2024
UT,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.324,,01/01/2024,12/31/2024
UT,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.682,,01/01/2024,12/31/2024
UT,HAI_5_SIR,MRSA Bacteremia,0.478,,01/01/2024,12/31/2024
UT,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.326,,01/01/2024,12/31/2024
UT,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.428,,01/01/2024,12/31/2024
UT,HAI_6_SIR,Clostridium Difficile (C.Diff),0.374,,01/01/2024,12/31/2024
VA,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.550,,01/01/2024,12/31/2024
VA,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.709,,01/01/2024,12/31/2024
VA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.626,,01/01/2024,12/31/2024
VA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.365,,01/01/2024,12/31/2024
VA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.491,,01/01/2024,12/31/2024
VA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.424,,01/01/2024,12/31/2024
VA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.631,,01/01/2024,12/31/2024
VA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.853,,01/01/2024,12/31/2024
VA,HAI_3_SIR,SSI - Colon Surgery,0.736,,01/01/2024,12/31/2024
VA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.900,,01/01/2024,12/31/2024
VA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.460,,01/01/2024,12/31/2024
VA,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.155,,01/01/2024,12/31/2024
VA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.622,,01/01/2024,12/31/2024
VA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.832,,01/01/2024,12/31/2024
VA,HAI_5_SIR,MRSA Bacteremia,0.721,,01/01/2024,12/31/2024
VA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.267,,01/01/2024,12/31/2024
VA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.315,,01/01/2024,12/31/2024
VA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.290,,01/01/2024,12/31/2024
VI,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,Not Available,5,01/01/2024,12/31/2024
VI,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,Not Available,5,01/01/2024,12/31/2024
VI,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),Not Available,5,01/01/2024,12/31/2024
VI,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,Not Available,5,01/01/2024,12/31/2024
VI,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,Not Available,5,01/01/2024,12/31/2024
VI,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),Not Available,5,01/01/2024,12/31/2024
VI,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,Not Available,5,01/01/2024,12/31/2024
VI,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,Not Available,5,01/01/2024,12/31/2024
VI,HAI_3_SIR,SSI - Colon Surgery,Not Available,5,01/01/2024,12/31/2024
VI,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,Not Available,5,01/01/2024,12/31/2024
VI,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,Not Available,5,01/01/2024,12/31/2024
VI,HAI_4_SIR,SSI - Abdominal Hysterectomy,Not Available,5,01/01/2024,12/31/2024
VI,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,Not Available,5,01/01/2024,12/31/2024
VI,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,Not Available,5,01/01/2024,12/31/2024
VI,HAI_5_SIR,MRSA Bacteremia,Not Available,5,01/01/2024,12/31/2024
VI,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,Not Available,5,01/01/2024,12/31/2024
VI,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,Not Available,5,01/01/2024,12/31/2024
VI,HAI_6_SIR,Clostridium Difficile (C.Diff),Not Available,5,01/01/2024,12/31/2024
VT,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.527,,01/01/2024,12/31/2024
VT,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.245,,01/01/2024,12/31/2024
VT,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.829,,01/01/2024,12/31/2024
VT,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.672,,01/01/2024,12/31/2024
VT,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.307,,01/01/2024,12/31/2024
VT,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.951,,01/01/2024,12/31/2024
VT,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.736,,01/01/2024,12/31/2024
VT,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,2.041,,01/01/2024,12/31/2024
VT,HAI_3_SIR,SSI - Colon Surgery,1.266,,01/01/2024,12/31/2024
VT,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.021,,01/01/2024,12/31/2024
VT,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.090,,01/01/2024,12/31/2024
VT,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.424,,01/01/2024,12/31/2024
VT,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.220,,01/01/2024,12/31/2024
VT,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.829,,01/01/2024,12/31/2024
VT,HAI_5_SIR,MRSA Bacteremia,0.452,,01/01/2024,12/31/2024
VT,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.542,,01/01/2024,12/31/2024
VT,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.808,,01/01/2024,12/31/2024
VT,HAI_6_SIR,Clostridium Difficile (C.Diff),0.665,,01/01/2024,12/31/2024
WA,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.554,,01/01/2024,12/31/2024
WA,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.716,,01/01/2024,12/31/2024
