"State","Condition","Measure ID","Measure Name","Score","Footnote","Start Date","End Date"
UT,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (very high),163,"25, 26",01/01/2024,12/31/2024
UT,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,207,25,01/01/2024,12/31/2024
UT,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),219,25,01/01/2024,12/31/2024
UT,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),182,25,01/01/2024,12/31/2024
UT,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),229,25,01/01/2024,12/31/2024
UT,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),212,25,01/01/2024,12/31/2024
UT,Emergency Department,OP_18d,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,222,,01/01/2024,12/31/2024
UT,Emergency Department,OP_18d_HIGH_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (high),254,,01/01/2024,12/31/2024
UT,Emergency Department,OP_18d_LOW_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (low),209,,01/01/2024,12/31/2024
UT,Emergency Department,OP_18d_MEDIUM_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (moderate),274,,01/01/2024,12/31/2024
UT,Emergency Department,OP_18d_VERY_HIGH_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (very high),348,,01/01/2024,12/31/2024
UT,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,1,"25, 26",01/01/2023,12/31/2023
UT,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,66,25,01/01/2024,12/31/2024
UT,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,95,"25, 26",01/01/2023,12/31/2023
UT,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,01/01/2023,12/31/2023
UT,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,15,,01/01/2024,12/31/2024
UT,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,69,"25, 26",01/01/2024,12/31/2024
UT,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,70,"25, 26",01/01/2024,12/31/2024
UT,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,85,"25, 26",01/01/2024,12/31/2024
UT,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,85,"25, 26",01/01/2024,12/31/2024
UT,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,93,"25, 26",01/01/2024,12/31/2024
VA,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,87,,10/01/2024,03/31/2025
VA,Emergency Department,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",166,,01/01/2024,12/31/2024
VA,Emergency Department,OP_18a_HIGH_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (high)",161,,01/01/2024,12/31/2024
VA,Emergency Department,OP_18a_LOW_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (low)",147,,01/01/2024,12/31/2024
VA,Emergency Department,OP_18a_MEDIUM_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (moderate)",169,,01/01/2024,12/31/2024
VA,Emergency Department,OP_18a_VERY_HIGH_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (very high)",169,,01/01/2024,12/31/2024
VA,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,162,"25, 26",01/01/2024,12/31/2024
VA,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),160,"25, 26",01/01/2024,12/31/2024
VA,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),137,"25, 26",01/01/2024,12/31/2024
VA,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),165,"25, 26",01/01/2024,12/31/2024
VA,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (very high),165,"25, 26",01/01/2024,12/31/2024
VA,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,263,25,01/01/2024,12/31/2024
VA,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),247,25,01/01/2024,12/31/2024
VA,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),273,25,01/01/2024,12/31/2024
VA,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),243,25,01/01/2024,12/31/2024
VA,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),268,25,01/01/2024,12/31/2024
VA,Emergency Department,OP_18d,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,351,,01/01/2024,12/31/2024
VA,Emergency Department,OP_18d_HIGH_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (high),316,,01/01/2024,12/31/2024
VA,Emergency Department,OP_18d_LOW_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (low),374,,01/01/2024,12/31/2024
VA,Emergency Department,OP_18d_MEDIUM_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (moderate),366,,01/01/2024,12/31/2024
VA,Emergency Department,OP_18d_VERY_HIGH_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (very high),337,,01/01/2024,12/31/2024
VA,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,2,"25, 26",01/01/2023,12/31/2023
VA,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,72,25,01/01/2024,12/31/2024
VA,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,90,"25, 26",01/01/2023,12/31/2023
VA,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,01/01/2023,12/31/2023
VA,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,13,,01/01/2024,12/31/2024
VA,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,66,"25, 26",01/01/2024,12/31/2024
VA,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,72,"25, 26",01/01/2024,12/31/2024
VA,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,87,"25, 26",01/01/2024,12/31/2024
VA,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,82,"25, 26",01/01/2024,12/31/2024
VA,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,93,"25, 26",01/01/2024,12/31/2024
VI,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,Not Available,5,10/01/2024,03/31/2025
VI,Emergency Department,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",Not Available,5,01/01/2024,12/31/2024
VI,Emergency Department,OP_18a_HIGH_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (high)",Not Available,5,01/01/2024,12/31/2024
VI,Emergency Department,OP_18a_LOW_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (low)",Not Available,5,01/01/2024,12/31/2024
VI,Emergency Department,OP_18a_MEDIUM_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (moderate)",Not Available,5,01/01/2024,12/31/2024
VI,Emergency Department,OP_18a_VERY_HIGH_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (very high)",Not Available,5,01/01/2024,12/31/2024
VI,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,Not Available,5,01/01/2024,12/31/2024
VI,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),Not Available,5,01/01/2024,12/31/2024
VI,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),Not Available,5,01/01/2024,12/31/2024
VI,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),Not Available,5,01/01/2024,12/31/2024
VI,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (very high),Not Available,5,01/01/2024,12/31/2024
VI,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,Not Available,5,01/01/2024,12/31/2024
VI,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),Not Available,5,01/01/2024,12/31/2024
VI,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),Not Available,5,01/01/2024,12/31/2024
VI,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),Not Available,5,01/01/2024,12/31/2024
VI,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),Not Available,5,01/01/2024,12/31/2024
VI,Emergency Department,OP_18d,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,Not Available,5,01/01/2024,12/31/2024
VI,Emergency Department,OP_18d_HIGH_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (high),Not Available,5,01/01/2024,12/31/2024
VI,Emergency Department,OP_18d_LOW_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (low),Not Available,5,01/01/2024,12/31/2024
VI,Emergency Department,OP_18d_MEDIUM_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (moderate),Not Available,5,01/01/2024,12/31/2024
VI,Emergency Department,OP_18d_VERY_HIGH_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (very high),Not Available,5,01/01/2024,12/31/2024
VI,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,Not Available,5,01/01/2023,12/31/2023
VI,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,Not Available,5,01/01/2024,12/31/2024
VI,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,Not Available,5,01/01/2023,12/31/2023
VI,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,01/01/2023,12/31/2023
VI,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,Not Available,5,01/01/2024,12/31/2024
VI,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,Not Available,5,01/01/2024,12/31/2024
VI,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,Not Available,5,01/01/2024,12/31/2024
VI,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,Not Available,5,01/01/2024,12/31/2024
VI,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,Not Available,5,01/01/2024,12/31/2024
VI,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,Not Available,5,01/01/2024,12/31/2024
VT,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,74,,10/01/2024,03/31/2025
VT,Emergency Department,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",191,,01/01/2024,12/31/2024
VT,Emergency Department,OP_18a_HIGH_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (high)",Not Available,5,01/01/2024,12/31/2024
VT,Emergency Department,OP_18a_LOW_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (low)",167,,01/01/2024,12/31/2024
VT,Emergency Department,OP_18a_MEDIUM_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (moderate)",186,,01/01/2024,12/31/2024
VT,Emergency Department,OP_18a_VERY_HIGH_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (very high)",261,,01/01/2024,12/31/2024
VT,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,185,"25, 26",01/01/2024,12/31/2024
VT,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),Not Available,"25, 26",01/01/2024,12/31/2024
VT,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),151,"25, 26",01/01/2024,12/31/2024
VT,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),183,"25, 26",01/01/2024,12/31/2024
VT,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (very high),254,"25, 26",01/01/2024,12/31/2024
VT,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,349,25,01/01/2024,12/31/2024
VT,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),Not Available,25,01/01/2024,12/31/2024
VT,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),878,25,01/01/2024,12/31/2024
VT,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),330,25,01/01/2024,12/31/2024
VT,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),342,25,01/01/2024,12/31/2024
VT,Emergency Department,OP_18d,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,332,,01/01/2024,12/31/2024
VT,Emergency Department,OP_18d_HIGH_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (high),Not Available,5,01/01/2024,12/31/2024
VT,Emergency Department,OP_18d_LOW_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (low),335,,01/01/2024,12/31/2024
VT,Emergency Department,OP_18d_MEDIUM_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (moderate),302,,01/01/2024,12/31/2024
VT,Emergency Department,OP_18d_VERY_HIGH_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (very high),439,,01/01/2024,12/31/2024
VT,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,2,"25, 26",01/01/2023,12/31/2023
VT,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,58,25,01/01/2024,12/31/2024
VT,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,99,"25, 26",01/01/2023,12/31/2023
VT,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,01/01/2023,12/31/2023
VT,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,16,,01/01/2024,12/31/2024
VT,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,60,"25, 26",01/01/2024,12/31/2024
VT,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,64,"25, 26",01/01/2024,12/31/2024
VT,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,85,"25, 26",01/01/2024,12/31/2024
VT,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,80,"25, 26",01/01/2024,12/31/2024
VT,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,91,"25, 26",01/01/2024,12/31/2024
WA,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,79,,10/01/2024,03/31/2025
WA,Emergency Department,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",154,,01/01/2024,12/31/2024
WA,Emergency Department,OP_18a_HIGH_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (high)",201,,01/01/2024,12/31/2024
WA,Emergency Department,OP_18a_LOW_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (low)",132,,01/01/2024,12/31/2024
WA,Emergency Department,OP_18a_MEDIUM_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (moderate)",167,,01/01/2024,12/31/2024
WA,Emergency Department,OP_18a_VERY_HIGH_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (very high)",199,,01/01/2024,12/31/2024
WA,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,149,"25, 26",01/01/2024,12/31/2024
WA,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),197,"25, 26",01/01/2024,12/31/2024
WA,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),129,"25, 26",01/01/2024,12/31/2024
WA,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),159,"25, 26",01/01/2024,12/31/2024
WA,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (very high),194,"25, 26",01/01/2024,12/31/2024
WA,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,235,25,01/01/2024,12/31/2024
WA,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),305,25,01/01/2024,12/31/2024
WA,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),200,25,01/01/2024,12/31/2024
WA,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),241,25,01/01/2024,12/31/2024
WA,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),327,25,01/01/2024,12/31/2024
WA,Emergency Department,OP_18d,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,1133,,01/01/2024,12/31/2024
WA,Emergency Department,OP_18d_HIGH_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (high),340,,01/01/2024,12/31/2024
WA,Emergency Department,OP_18d_LOW_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (low),347,,01/01/2024,12/31/2024
WA,Emergency Department,OP_18d_MEDIUM_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (moderate),3062,,01/01/2024,12/31/2024
WA,Emergency Department,OP_18d_VERY_HIGH_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (very high),403,,01/01/2024,12/31/2024
WA,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,3,"25, 26",01/01/2023,12/31/2023
WA,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,62,25,01/01/2024,12/31/2024
WA,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,93,"25, 26",01/01/2023,12/31/2023
WA,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,01/01/2023,12/31/2023
WA,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,13,,01/01/2024,12/31/2024
WA,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,59,"25, 26",01/01/2024,12/31/2024
WA,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,69,"25, 26",01/01/2024,12/31/2024
WA,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,83,"25, 26",01/01/2024,12/31/2024
WA,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,79,"25, 26",01/01/2024,12/31/2024
WA,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,89,"25, 26",01/01/2024,12/31/2024
WI,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,85,,10/01/2024,03/31/2025
WI,Emergency Department,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",142,,01/01/2024,12/31/2024
WI,Emergency Department,OP_18a_HIGH_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (high)",174,,01/01/2024,12/31/2024
WI,Emergency Department,OP_18a_LOW_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (low)",135,,01/01/2024,12/31/2024
WI,Emergency Department,OP_18a_MEDIUM_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (moderate)",145,,01/01/2024,12/31/2024
WI,Emergency Department,OP_18a_VERY_HIGH_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (very high)",177,,01/01/2024,12/31/2024
WI,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,136,"25, 26",01/01/2024,12/31/2024
WI,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),171,"25, 26",01/01/2024,12/31/2024
WI,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),128,"25, 26",01/01/2024,12/31/2024
WI,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),142,"25, 26",01/01/2024,12/31/2024
WI,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (very high),176,"25, 26",01/01/2024,12/31/2024
WI,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,198,25,01/01/2024,12/31/2024
WI,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),233,25,01/01/2024,12/31/2024
WI,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),189,25,01/01/2024,12/31/2024
WI,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),209,25,01/01/2024,12/31/2024
WI,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),188,25,01/01/2024,12/31/2024
WI,Emergency Department,OP_18d,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,288,,01/01/2024,12/31/2024
WI,Emergency Department,OP_18d_HIGH_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (high),316,,01/01/2024,12/31/2024
WI,Emergency Department,OP_18d_LOW_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (low),291,,01/01/2024,12/31/2024
WI,Emergency Department,OP_18d_MEDIUM_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (moderate),285,,01/01/2024,12/31/2024
