"Facility ID","Facility Name","Address","City/Town","State","ZIP Code","County/Parish","Telephone Number","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients' rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends","Patients who reported PROBABLY YES they would recommend the facility to family or friends","Patients who reported NO, they would not recommend the facility to family or friends","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Start Date","End Date"
39C0001194,CATARACT AND LASER SURGERY CTR DBA OPTHALMOLGY AND SURGICAL INSTITUTE OF CENTRAL PA,5 TYLER COURT,CARLISLE,PA,17015,,(717) 249-0745,97,3,0,98,94,5,1,96,92,5,3,95,89,5,6,93,3,244,101,41,01/01/2024,12/31/2024
39C0001199,EYES OF YORK SURGICAL CENTER LLC,"1880 KENNETH RD., SUITE 2",YORK,PA,17408,,(717) 767-2001,97,3,0,99,96,3,1,98,87,12,1,95,84,16,0,94,"3,10",185,40,22,01/01/2024,12/31/2024
39C0001202,WEST CHESTER ENDOSCOPY,915 OLD FERN HILL RD SUITE 300 BUILDING B,WEST CHESTER,PA,19380,,(610) 431-3122,97,3,0,98,94,5,1,96,88,10,2,95,90,9,1,96,3,437,121,28,01/01/2024,12/31/2024
39C0001208,THE RENAISSANCE CENTER FOR PLASTIC SURGERY,1845 MEMORIAL HWY,SHAVERTOWN,PA,18708,,(570) 674-6225,,,,,,,,,,,,,,,,,1,,,,,
39C0001217,VALLEY SURGICAL CENTER INC,4250 FRITCH DR,BETHLEHEM,PA,18020,,(610) 954-9040,97,2,1,98,94,1,5,94,89,5,6,94,90,3,7,94,"3,6",179,53,30,01/01/2024,12/31/2024
39C0001219,MAIN STREET ASC LLC,1318 EISENHOWER BLVD,JOHNSTOWN,PA,15904,,(814) 266-5795,95,3,2,97,93,2,5,94,85,8,7,93,90,7,3,95,"3,10",140,30,22,01/01/2024,12/31/2024
39C0001226,GAMMA SURGERY CENTER,107 GAMMA DR SUITE 200,PITTSBURGH,PA,15238,,(412) 963-7917,99,1,0,99,96,3,1,98,95,4,1,97,94,5,1,98,,436,214,49,01/01/2024,12/31/2024
39C0001235,GATEWAY SURGERY CENTER LLC,"494 NORTHAMPTON ST., STE. 2",EDWARDSVILLE,PA,18704,,(570) 718-6692,98,2,0,99,86,11,3,92,93,5,2,96,89,10,1,96,3,305,117,38,01/01/2024,12/31/2024
39C0001238,SURGERY CENTER OF ALLENTOWN,250 CETRONIA RD SUITE 300,ALLENTOWN,PA,18104,,(484) 223-2880,98,2,0,99,93,6,1,96,94,5,1,97,93,5,2,96,3,472,214,45,01/01/2024,12/31/2024
39C0001239,HAZLETON SURGERY CENTER LLC,50 MOISEY DR. STE. 100,HAZLETON,PA,18202,,(570) 501-6500,99,1,0,99,93,7,0,96,94,5,1,97,90,10,0,96,,952,272,29,01/01/2024,12/31/2024
39C0001245,MIDATLANTIC GASTRONINTESTINAL CENTER III,4140 OREGON PIKE,EPHRATA,PA,17522,,(717) 869-4600,97,3,0,99,95,5,0,97,93,7,0,97,93,7,0,97,"3,6",305,98,32,01/01/2024,12/31/2024
39C0001246,LUDWICK LASER AND SURGERY CENTER LLC,825 FIFTH AVE STE 101,CHAMBERSBURG,PA,17201,,(717) 262-9715,98,2,0,99,91,6,3,94,89,7,4,95,93,3,4,96,"3,6",144,56,39,01/01/2024,12/31/2024
39C0001261,ST LUKES ENDOSCOPY CENTER BUXMONT,1107 BETHLEHEM PIKE,SELLERSVILLE,PA,18960,,(267) 985-5050,99,1,0,100,97,2,1,98,96,3,1,98,95,3,2,97,,1602,477,30,01/01/2024,12/31/2024
39C0001264,STATE HILL SURGICENTER,2630 WESTVIEW DR,WYOMISSING,PA,19610,,(610) 898-1515,98,2,0,99,96,2,2,97,95,4,1,97,92,5,3,96,"3,10",91,46,51,01/01/2024,12/31/2024
39C0001287,GRANT SURGICENTER LLC,2000 GRANT AVE SUITE 101,PHILADELPHIA,PA,19115,,(215) 992-6002,95,5,0,98,88,11,1,94,76,24,0,93,80,20,0,93,"3,10",236,26,11,01/01/2024,12/31/2024
39C0001289,THE AMBULATORY SURGERY CENTER AT ST MARY LLC,1203 LANGHORNE NEWTOWN RD,LANGHORNE,PA,19047,,(215) 809-2610,97,2,1,98,95,5,0,98,89,5,6,95,85,6,9,91,"3,10",133,34,26,01/01/2024,12/31/2024
39C0001308,MONROEVILLE AMBULATORY SURGERY CENTER LLC,4121 MONROEVILLE BLVD,MONROEVILLE,PA,15146,,(412) 380-5624,99,1,0,100,95,4,1,97,96,3,1,98,95,4,1,98,,1372,471,34,01/01/2024,12/31/2024
39C0001314,ALLEGHENEY CLINIC DBA WEXFORD SURGERY CENTER,12311 PERRY HWY,WEXFORD,PA,15090,,(412) 380-5624,99,1,0,99,93,6,1,96,94,5,1,97,94,5,1,97,,2292,599,26,01/01/2024,12/31/2024
39C0001319,BETHEL PARK SURGERY CENTER,990 HIGBEE DR,BETHEL PARK,PA,15102,,(412) 330-6209,99,1,0,99,94,5,1,97,95,4,1,97,92,6,2,96,,1586,468,30,01/01/2024,12/31/2024
39C0001324,PREMIER AT EXTON SURGERY CENTER LLC,491 JOHN YOUNG WAY SUITE 100,EXTON,PA,19341,,(484) 872-8408,96,4,0,98,88,9,3,92,83,14,3,94,80,17,3,92,,948,250,26,01/01/2024,12/31/2024
39C0001327,GEISINGER-HM JOINT VENTURE LLC,10 CHOATE CIRCLE,MONTOURSVILLE,PA,17754,,(570) 368-5566,99,1,0,99,95,4,1,97,96,3,1,98,93,5,2,96,,976,270,28,01/01/2024,12/31/2024
39C0001334,ALLEGHENY CLINIC DBA AHN WESTMORELAND ENDOSCOPY CENTER,118 NATURE PARK RD SUITE 200,GREENSBURG,PA,15601,,(412) 330-5883,99,1,0,100,96,3,1,98,96,3,1,98,95,4,1,98,,1700,604,36,01/01/2024,12/31/2024
39C0001346,BUCKS COUNTY SURGICAL SUITES,2800 KELLY RD SUITE 100,WARRINGTON,PA,18976,,(215) 607-2100,98,2,0,99,94,5,1,97,96,3,1,98,92,7,1,97,,703,283,40,01/01/2024,12/31/2024
39C0001349,ADVANCED SURGERY CENTER OF LANCASTER LLC,160 NORTH POINTE BLVD SUITE 105,LANCASTER,PA,17601,,(717) 359-3510,99,1,0,100,96,3,1,98,98,2,0,98,89,11,0,97,"3,10",129,32,25,01/01/2024,12/31/2024
39C0001364,ST LUKES AMBULATORY SERVICES INC DBA ST LUKES ENDOSCOPY CENTER-TWIN RIVERS,20 COMMUNITY DRIVE,EASTON,PA,18045,,(000) 000-0000,99,1,0,99,94,6,0,97,94,6,0,98,93,5,2,96,3,295,118,40,01/01/2024,12/31/2024
39C0001367,WESTERN PA SURGERY CENTER BEAVER COUNTY BRANCH LLC,103 PLEASANT DRIVE,ALIQUIPPA,PA,15143,,(724) 933-3810,99,1,0,99,95,4,1,97,96,4,0,98,95,4,1,97,3,291,131,45,01/01/2024,12/31/2024
39C0001380,LOG SURGERY CENTER LLC,413 GRANITE RUN DRIVE,LANCASTER,PA,17601,,(717) 925-2900,97,3,0,99,92,7,1,95,92,7,1,96,87,11,2,94,3,1108,485,44,01/01/2024,12/31/2024
39C0001391,LECOM AMBULATORY SURGERY CENTER,5202 PEACH STREET,ERIE,PA,16509,,(814) 315-4520,,,,,,,,,,,,,,,,,1,,,,,
41C0001012,THE ENT CENTER OF RHODE ISLAND LLC,55 LAMBERT LIND HWY,WARWICK,RI,02886,,(401) 737-4711,98,1,1,99,90,9,1,94,93,7,0,96,95,2,3,96,"3,10",130,33,25,01/01/2024,12/31/2024
41C0001018,BROWN MEDICINE ENDOSCOPY CENTER,62-68 AMARAL STREET,EAST PROVIDENCE,RI,02915,,(401) 649-4031,98,2,0,99,93,6,1,96,92,7,1,96,92,6,2,97,,1757,490,28,01/01/2024,12/31/2024
42C0001004,ANMED HEALTH MEDICUS SURGERY CENTER LLC,107 PROFESSIONAL CT,ANDERSON,SC,29621,,(864) 716-7953,98,2,0,99,93,6,1,96,90,8,2,96,92,7,1,97,,916,269,29,01/01/2024,12/31/2024
42C0001013,COLUMBIA GASTROINTESTINAL ENDOSCOPY CENTER,1739 LAUREL ST SUITE 1B,COLUMBIA,SC,29204,,(803) 254-9588,98,2,0,99,95,4,1,97,95,4,1,97,93,5,2,97,3,454,154,34,01/01/2024,12/31/2024
42C0001017,CAROLINA SURGICAL CENTER,198 WOUTH HEDLONG AVE,ROCK HILL,SC,29732,,(803) 327-4664,99,1,0,99,94,5,1,96,89,9,2,95,89,9,2,95,,788,247,31,01/01/2024,12/31/2024
42C0001019,THE GREENWOOD ENDOSCOPY CENTER INC,103 LINER DR.,GREENWOOD,SC,29646,,(864) 227-3838,98,2,0,99,95,4,1,97,91,8,1,97,91,8,1,96,,1179,332,28,01/01/2024,12/31/2024
42C0001031,PALMETTO SURGERY CENTER LLC,109 BLARNEY DR.,COLUMBIA,SC,29223,,(803) 865-8200,96,3,1,98,90,9,1,95,92,6,2,95,87,9,4,93,3,471,130,28,01/01/2024,12/31/2024
42C0001035,THE SURGERY CENTER AT SELF MEMORIAL HOSPITAL LLC,101 ACADEMY AVE,GREENWOOD,SC,29646,,(864) 725-7520,99,1,0,99,94,5,1,97,92,7,1,96,91,6,3,96,3,342,123,36,01/01/2024,12/31/2024
42C0001044,BLUE RIDGE SURGERY CENTER,10630 CLEMSON BLVD SUITE 200,SENECA,SC,29678,,(864) 482-5100,99,1,0,100,94,5,1,96,93,7,0,97,90,8,2,95,3,288,108,38,01/01/2024,12/31/2024
42C0001049,SOUTH CAROLINA HEALTH SERVICES,40 OKATIE CENTER BLVD S STE 125,OKATIE,SC,29909,,(843) 705-8823,98,2,0,99,95,4,1,97,89,10,1,96,93,5,2,97,,409,172,42,01/01/2024,12/31/2024
42C0001055,ANMED ENTERPRISES INC UPSTATE ENDOSCOPY CENTER INC LLC,1922 MCCONNELL SPRINGS RD STE B,ANDERSON,SC,29621,,(864) 716-6555,100,0,0,100,96,3,1,98,100,0,0,99,100,0,0,100,"3,10",94,35,37,01/01/2024,12/31/2024
42C0001065,PHYSICIANS' EYE SURGERY CENTER,2060 CHARLIE HALL BLVD SUITE 301,CHARLESTON,SC,29414,,(843) 571-4800,97,3,0,99,94,4,2,96,86,12,2,95,88,9,3,95,"3,6",231,73,32,01/01/2024,12/31/2024
42C0001075,PRISMA HEALTH ASC MIDLANDS DBA PRISMA HEALTH ORTHOPEDIC SURGERY CENTER,104 SALUDA POINTE DRIVE SUITE 200,LEXINGTON,SC,29072,,(803) 939-5050,99,1,0,99,92,7,1,95,91,8,1,96,89,10,1,96,,2190,397,18,01/01/2024,12/31/2024
42C0001078,THE SOUTHEASTERN SPINE INSTITUTE AMBULATORY SURGERY CENTER LLC,1106 CHUCK DAWLEY BLVD,MOUNT PLEASANT,SC,29464,,(469) 893-6573,98,2,0,99,90,8,2,94,91,8,1,97,93,5,2,96,3,439,162,37,01/01/2024,12/31/2024
42C0001080,YORK COUNTY ENDOSCOPY CENTER LLC,164 GLENWOOD DR.,ROCK HILL,SC,29732,,(803) 325-9010,97,3,0,98,95,4,1,97,91,8,1,96,90,9,1,96,3,395,100,25,01/01/2024,12/31/2024
42C0001084,PRACTICE PARTNERS IN HEALTHCARE INC,1844 WALLACE SCHOOL RD,CHARLESTON,SC,29407,,(843) 556-2545,97,3,0,98,95,4,1,97,90,10,0,96,84,15,1,94,"3,6",299,64,21,01/01/2024,12/31/2024
42C0001106,PRISMA HEALTH ASC MIDLANDS DBA PRISMA HEALTH ENDOSCOPY CTR PARKRIDGE,100 PALMETTO HEALTH PARKWAY SUITE 100,COLUMBIA,SC,29212,,(803) 907-7780,99,1,0,100,95,5,0,98,95,5,0,97,94,6,0,98,"3,10",425,47,11,01/01/2024,12/31/2024
43C0001003,BLACK HILLS REGIONAL EYE SURGERY CENTER LLC,2800 3RD ST,RAPID CITY,SD,57701,,(605) 719-3107,98,2,0,99,92,7,1,95,83,15,2,94,87,12,1,96,"3,6",168,84,50,01/01/2024,12/31/2024
43C0001004,SLINGSBY AND WRIGHT EYE SURGERY AND LASER CENTER LLC,240 MINNESOTA ST,RAPID CITY,SD,57701,,(605) 718-5123,98,2,0,99,89,9,2,94,78,21,1,91,80,19,1,93,"3,10",80,28,35,01/01/2024,12/31/2024
43C0001020,INNOVATIVE PROCEDURAL CENTER LLC,1512 4TH ST. NE,WATERTOWN,SD,57201,,(605) 884-0100,98,2,0,99,84,14,2,91,84,14,2,93,78,20,2,91,3,352,109,32,01/01/2024,12/31/2024
43C0001024,UROLOGY SPECIALISTS,201 WEST 69TH ST,SIOUX FALLS,SD,57108,,(605) 336-0635,93,5,2,95,85,10,5,91,74,18,8,90,79,17,4,91,"3,10",185,47,27,01/01/2024,12/31/2024
43C0001028,SANFORD HEALTH SANFORD CLINIC WATERTOWN SURGICAL CTR,901 4TH ST. NW,WATERTOWN,SD,57201,,(605) 882-8780,99,1,0,100,93,6,1,96,86,13,1,94,81,18,1,93,,603,139,23,01/01/2024,12/31/2024
44C0001000,PHYSICIAN'S SURGERY CENTER OF KNOXVILLE LLC,1819 CLINCH AVE SUITE 206,KNOXVILLE,TN,37916,,(865) 522-2949,98,2,0,99,93,6,1,96,89,10,1,96,87,10,3,94,,837,220,26,01/01/2024,12/31/2024
44C0001001,EYE SURGERY CENTER OF NASHVILLE LLC,310 25TH AVE NORTH SUITE 105,NASHVILLE,TN,37203,,(615) 329-9023,98,2,0,99,94,5,1,97,93,6,1,96,93,7,0,98,,536,195,36,01/01/2024,12/31/2024
44C0001004,MEMPHIS SURGERY CENTER,1044 CREST HAVEN RD,MEMPHIS,TN,38119,,(901) 682-1516,96,4,0,98,92,7,1,95,88,9,3,95,89,9,2,95,,920,261,29,01/01/2024,12/31/2024
44C0001005,CHATTANOOGA SURGERY CENTER DBA CENTER FOR SPORTS MEDICINE & ORTHOPAEDIC SURGERY,400 HOLTZCLAW AVE,CHATTANOOGA,TN,37404,,(423) 541-6309,97,2,1,98,94,5,1,96,92,6,2,96,89,10,1,96,3,467,136,29,01/01/2024,12/31/2024
44C0001006,BRISTOL AMBULATORY SURGER CENTER,350 BLOUNTVILLE HIGHWAY,BRISTOL,TN,37620,,(000) 000-0000,96,4,0,98,95,4,1,97,91,8,1,96,90,8,2,96,3,712,194,27,01/01/2024,12/31/2024
44C0001008,NORTHRIDGE SURGERY CENTER,647 MYATT DR,MADISON,TN,37115,,(615) 868-8942,98,2,0,99,96,3,1,97,94,4,2,97,91,8,1,97,,659,241,37,01/01/2024,12/31/2024
44C0001014,THE ENDOSCOPY CENTER,"801 WEISGARBER, STE. 100",KNOXVILLE,TN,37909,,(865) 588-5121,98,1,1,99,92,6,2,95,95,4,1,97,93,6,1,97,3,613,181,30,01/01/2024,12/31/2024
44C0001023,DIGESTIVE DISEASE ENDOSCOPY CENTER INC,"222 22ND AVE NORTH, SUITE 300",NASHVILLE,TN,37203,,(615) 340-4629,96,3,1,98,90,8,2,94,84,13,3,94,85,13,2,94,,7570,514,7,01/01/2024,12/31/2024
44C0001024,COLUMBIA TN ENDOSCOPY ASC LLC,1510 1/2 HATCHER LN,COLUMBIA,TN,38401,,(931) 381-7818,97,3,0,99,94,5,1,96,89,8,3,95,90,8,2,96,3,560,155,28,01/01/2024,12/31/2024
44C0001025,NASHVILLE ENDOSURGERY CENTER,300 20TH AVE NORTH #800,NASHVILLE,TN,37203,,(615) 284-1335,98,2,0,99,94,5,1,97,89,10,1,96,89,9,2,96,,1238,224,18,01/01/2024,12/31/2024
44C0001027,UROLOGIC SURGERY CENTER OF KNOXVILLE,210 FORT SANDERS WEST BOULEVARD BLDG 3 SUITE 200,KNOXVILLE,TN,37922,,(865) 512-1565,97,3,0,99,93,5,2,96,92,8,0,95,89,11,0,96,"3,10",148,46,31,01/01/2024,12/31/2024
44C0001031,ST THOMAS MEDICAL GROUP ENDOSCOPY CENTER LLC,4230 HARDING RD. STE. 400,NASHVILLE,TN,37205,,(615) 250-4108,97,3,0,98,95,4,1,97,91,8,1,96,91,8,1,96,3,595,172,29,01/01/2024,12/31/2024
44C0001035,G I DIAGNOSTIC AND THERAPEUTIC CENTER LLC,2020 EXETER,GERMANTOWN,TN,38138,,(901) 682-1233,96,4,0,98,91,6,3,94,89,8,3,95,86,12,2,94,,1385,273,20,01/01/2024,12/31/2024
44C0001037,LEBONHEUR EAST SURGERY CENTER II LP,786 ESTATE PL,MEMPHIS,TN,38120,,(901) 516-1420,,,,,,,,,,,,,,,,,1,,,,,
44C0001040,NASHVILLE GASTROINTESTINAL ENDOSCOPY CENTER,4230 HARDING PIKE SUITE 309,NASHVILLE,TN,37205,,(615) 383-0165,97,3,0,98,91,6,3,94,90,8,2,95,89,8,3,95,3,399,117,29,01/01/2024,12/31/2024
44C0001043,ORAL FACIAL SURGERY CENTER,322 2ND AVE NORTH,NASHVILLE,TN,37203,,(615) 321-6161,,,,,,,,,,,,,,,,,1,,,,,
44C0001044,TENNESSEE ENDOSCOPY,1706 EAST LAMAR ALEXANDER PARKWAY,MARYVILLE,TN,37804,,(865) 983-0073,98,2,0,99,96,3,1,98,92,7,1,96,89,10,1,96,3,614,169,28,01/01/2024,12/31/2024
44C0001056,MEMPHIS GASTROENTEROLOGY ENDOSCOPY CENTER EAST,"8000 WOLF RIVER BLVD., SUITE 200",GERMANTOWN,TN,38138,,(901) 747-3630,95,4,1,97,91,7,2,95,91,8,1,96,89,11,0,96,,1304,277,21,01/01/2024,12/31/2024
44C0001060,PHYSICIANS SURGERY CENTER OF CHATTANOOGA LLC DBA PHYSICIANS SURGERY CENTER OF CHATTANOOGA,924 SPRING CREEK RD,CHATTANOOGA,TN,37412,,(423) 899-1600,98,1,1,99,95,4,1,97,92,6,2,96,93,6,1,97,,802,265,33,01/01/2024,12/31/2024
44C0001065,THE EYE SURERY CENTER OF OAK RIDGE LLC,90 VERMONT AVENUE,OAK RIDGE,TN,37830,,(865) 482-8894,99,1,0,100,94,5,1,96,97,3,0,98,97,3,0,99,3,384,137,36,01/01/2024,12/31/2024
44C0001069,METHODIST SURGERY CENTER GERMANTOWN LP,1363 SOUTH GERMANTOWN RD.,GERMANTOWN,TN,38138,,(901) 516-1420,98,2,0,99,95,4,1,97,94,6,0,97,94,5,1,97,,755,221,29,01/01/2024,12/31/2024
44C0001073,BAPTIST SURGERY CENTER DBA BAPTIST AMBULATORY SURGERY CENTER,312 21ST AVE NORTH,NASHVILLE,TN,37203,,(615) 321-7330,98,2,0,99,93,6,1,96,89,10,1,95,87,12,1,95,,798,197,25,01/01/2024,12/31/2024
44C0001076,CHATTANOOGA ENDOSCOPY CENTER,1501 RIVERSIDE DR SUITE 117,CHATTANOOGA,TN,37406,,(423) 648-0576,97,3,0,99,92,6,2,95,90,8,2,95,88,9,3,95,3,612,184,30,01/01/2024,12/31/2024
44C0001081,BOWDEN GASTRO ASSOCIATES LLC,1417 MONROE AVENUE,MEMPHIS,TN,38104,,(000) 000-0000,98,2,0,99,90,6,4,93,85,13,2,94,83,15,2,93,"3,6",602,87,14,01/01/2024,12/31/2024
44C0001083,HERMITAGE TN ENDOSCOPY ASC LLC,5653 FRIST BLVD SUITE 532,HERMITAGE,TN,37076,,(615) 316-3066,97,2,1,98,92,6,2,95,89,10,1,95,88,10,2,95,3,446,145,33,01/01/2024,12/31/2024
44C0001087,CLARKSVILLE SURGERY CENTER LLC,793 WEATHERLY DR,CLARKSVILLE,TN,37043,,(931) 645-1373,98,2,0,99,95,5,0,97,92,7,1,96,92,7,1,97,,924,295,32,01/01/2024,12/31/2024
44C0001088,MIDDLE TENNESSEE AMBULATORY SURGERY CENTER,1800 MEDICAL CENTER PARKWAY SUITE 120,MURFREESBORO,TN,37129,,(615) 849-7500,98,2,0,99,92,6,2,95,91,8,1,96,86,13,1,95,,1216,325,27,01/01/2024,12/31/2024
44C0001091,EAST TENNESSEE AMBULATORY SURGERY CENTER,701 MED TECH PARKWAY,JOHNSON CITY,TN,37604,,(423) 283-7302,94,4,2,96,94,0,6,94,84,14,2,92,81,14,5,91,"3,10",162,36,22,01/01/2024,12/31/2024
44C0001093,SURGERY CENTER OF MIDDLE TENNESSEE LLC,1050 N. JAMES CAMPBELL BLVD. STE. 120,COLUMBIA,TN,38401,,(931) 388-3488,94,5,1,96,90,8,2,94,87,7,6,93,86,9,5,93,3,840,231,28,01/01/2024,12/31/2024
44C0001097,MOUNTAIN EMPIRE SURGERY CENTER,601 MED TECH PARKWAY,JOHNSON CITY,TN,37604,,(423) 610-1020,97,3,0,98,92,7,1,95,91,5,4,94,90,7,3,95,,526,159,30,01/01/2024,12/31/2024
44C0001098,ADVANCED FAMILY SURGERY CENTER,944 OAK RIDGE TURNPIKE #200,OAK RIDGE,TN,37830,,(865) 835-5000,98,2,0,99,92,7,1,96,92,8,0,96,82,17,1,93,,859,191,22,01/01/2024,12/31/2024
44C0001112,PARKWEST SURGERY CENTER,9430 PARKWEST BLVD SUITE 210,KNOXVILLE,TN,37923,,(865) 531-0494,99,1,0,99,93,6,1,96,91,8,1,96,95,4,1,97,3,311,128,41,01/01/2024,12/31/2024
44C0001118,URLOGY AMBULATORY SURGERY CENTER LLC,"1325 WOLF PARK DR. , SUITE 101",GERMANTOWN,TN,38138,,(901) 516-1420,97,3,0,99,94,5,1,97,96,3,1,98,94,6,0,98,,728,217,30,01/01/2024,12/31/2024
44C0001119,SAINT THOMAS CAMPUS SURGICARE LP,4230 HARDING RD SUITE 300,NASHVILLE,TN,37205,,(615) 783-1260,98,2,0,99,95,4,1,97,90,9,1,96,90,10,0,97,,947,290,31,01/01/2024,12/31/2024
44C0001124,AMBULATORY SURGICAL ASSOCIATES LLC,"725 KINGS LN,",TULLAHOMA,TN,37388,,(931) 455-1976,98,2,0,99,93,6,1,96,93,6,1,96,90,8,2,95,,977,329,34,01/01/2024,12/31/2024
44C0001131,KINGSPORT TN OPTHALMOLOGY ASC LLC DBA THE REGIONAL EYE SURGERY CENTER,999 EXECUTIVE PARK BLVD SUITE 100,KINGSPORT,TN,37660,,(423) 247-2022,98,2,0,99,89,9,2,93,89,9,2,95,88,11,1,95,3,998,332,33,01/01/2024,12/31/2024
44C0001133,NASHVILLE ENDOSURGERY CENTER,300 20TH AVE NORTH SUITE 800,NASHVILLE,TN,37203,,(615) 284-2524,97,3,0,98,94,5,1,96,90,8,2,95,90,9,1,96,,1107,198,18,01/01/2024,12/31/2024
44C0001140,SAINT FRANCIS SURGERY CENTER,5999 PARK AVE,MEMPHIS,TN,38119,,(901) 818-1080,97,3,0,98,91,8,1,95,87,12,1,95,87,12,1,95,,786,206,26,01/01/2024,12/31/2024
44C0001146,THE ENDOSCOPY CENTER NORTH,629 DELOZIER WAY,KNOXVILLE,TN,37849,,(865) 588-5121,99,1,0,99,95,4,1,97,93,6,1,96,92,7,1,97,3,609,204,33,01/01/2024,12/31/2024
44C0001152,ENDOSCOPY CENTER OF KNOXVILLE LP,11440 PARKSIDE DR.,KNOXVILLE,TN,37934,,(865) 588-5121,99,1,0,100,92,7,1,96,96,4,0,97,94,5,1,97,3,620,181,29,01/01/2024,12/31/2024
44C0001155,CHATTANOOGA PAIN MANAGEMENT CENTER LLC DBA CHATTANOOGA PAIN SURGERY CENTER,1016 EXECUTIVE DR,HIXSON,TN,37343,,(423) 648-4525,97,3,0,98,94,5,1,96,88,10,2,95,90,9,1,96,,1124,314,28,01/01/2024,12/31/2024
44C0001159,HOLSTON VALLEY AMBULATORY SURGERY CENTER LLC,103 WEST STONE DR,KINGSPORT,TN,37660,,(423) 224-4910,99,1,0,99,94,5,1,96,88,11,1,96,88,11,1,96,,843,271,32,01/01/2024,12/31/2024
44C0001160,PATIENT PARTNERS LLC,890 NORTH BLUE JAY WAY,GALLATIN,TN,37066,,(615) 575-9000,98,2,0,99,95,4,1,97,92,6,2,96,89,10,1,96,,1176,294,25,01/01/2024,12/31/2024
44C0001161,FRANKLIN ENDOSCOPY CENTER LLC,9160 CAROTHERS PARKWAY SUITE 100,FRANKLIN,TN,37067,,(615) 550-6066,97,3,0,98,89,9,2,94,87,11,2,94,86,13,1,95,,1143,306,27,01/01/2024,12/31/2024
44C0001165,HAMILTON EYE INSTITUTE SURGERY CENTER LP,"930 MADISON AVE., SUITE 370",MEMPHIS,TN,38103,,(901) 516-1420,97,3,0,98,90,8,2,94,89,7,4,94,86,12,2,94,,948,291,31,01/01/2024,12/31/2024
44C0001166,LEBANON ENDOSCOPY CENTER LLC DBA LEBANON ENDOSCOPY CENTER,100 PHYSICIANS WAY SUITE 340,LEBANON,TN,37090,,(615) 466-9532,99,1,0,99,96,3,1,97,95,3,2,97,92,6,2,96,,983,263,27,01/01/2024,12/31/2024
44C0001169,PROVIDENCE SURGERY CENTER,5002 CROSSINGS CIR SUITE 110,MOUNT JULIET,TN,37122,,(615) 553-9100,98,2,0,99,95,5,0,97,91,8,1,96,87,13,0,95,,693,159,23,01/01/2024,12/31/2024
44C0001170,CLARKSVILLE EYE SURGERY CENTER,141 CHESAPEAKE LANE STE 200,CLARKSVILLE,TN,37040,,(931) 245-1941,95,5,0,98,91,8,1,95,91,3,6,94,83,13,4,93,"3,6",215,58,27,01/01/2024,12/31/2024
44C0001173,KNOXVILLE ORTHOPAEDIC SURGERY CENTER LLC,"256 FORT SANDERS WEST BLVD, BLDG 8",KNOXVILLE,TN,37922,,(865) 244-4585,97,2,1,98,93,6,1,96,95,4,1,97,93,6,1,97,,587,180,31,01/01/2024,12/31/2024
44C0001177,MID STATE ENDOSCOPY CENTER,1115 DOW ST SUITE A,MURFREESBORO,TN,37130,,(615) 848-9234,99,1,0,99,94,5,1,96,92,6,2,96,89,9,2,96,,1310,298,23,01/01/2024,12/31/2024
44C0001181,PCET SURGERY CENTER,1128 EAST WEISGARBER RD SUITE 110,KNOXVILLE,TN,37909,,(865) 934-2577,99,1,0,99,94,4,2,96,91,7,2,96,90,8,2,96,3,528,153,29,01/01/2024,12/31/2024
44C0001203,JEFFERSON ASC LLC DBA VOLUNTEER SURGERY CENTER,6242 WEST ANDREW JOHNSON HIGHWAY,TALBOTT,TN,37877,,(702) 271-8476,98,2,0,99,92,6,2,95,88,12,0,95,88,11,1,95,"3,6",330,89,27,01/01/2024,12/31/2024
44C0001204,SAINT THOMAS SURGERY CENTER NEW SALEM LLC DBA NEW SALEM SURGERY CENTER,2755 NEW SALEM HIGHWAY SUITE 100,MURFREESBORO,TN,37128,,(615) 900-1366,98,2,0,99,93,6,1,96,93,5,2,96,91,6,3,95,,1135,248,22,01/01/2024,12/31/2024
44C0001206,MIDDLEBROOK ASC LLC,1210 TENNOVA MEDICAL WAY,KNOXVILLE,TN,37909,,(702) 271-8476,98,2,0,99,97,3,0,98,87,13,0,96,92,8,0,97,"3,10",207,45,22,01/01/2024,12/31/2024
44C0001215,OGI WT JV LLC DBA SKYLINE ENDOSCOPY OF WEST TENNESSEE,27 MEDICAL CENTER DRIVE BUILDING B,JACKSON,TN,38301,,(731) 280-0156,95,3,2,97,92,5,3,95,91,5,4,95,91,5,4,95,"3,6",214,53,25,01/01/2024,12/31/2024
